FLT,FLT_next,REG,ITY,NAT,PAX,DES,ORG,start_time,end_time,arrival,towing,departure,stand,f,start,end,CGMS,prev,next
GA834,GA835,PKGMV,B738,PAX,0.0,CGK,CGK,2019-05-13 16:35:00,2019-05-13 17:40:00,1.0,0.0,1.0,A9,0.0,995.0,1060.0,B6,arr,dpt
GA822,GA822,PKGMV,B738,PAX,0.0,,CGK,2019-05-13 23:30:00,2019-05-13 23:59:00,1.0,0.0,0.0,C1,0.0,1410.0,1439.0,305,arr,tow
GA823,GA823,PKGMG,B738,PAX,0.0,CGK,,2019-05-13 00:00:00,2019-05-13 07:25:00,1.0,0.0,1.0,A16,0.0,0.0,445.0,462R,arr,dpt
GA824,GA825,PKGNL,B738,PAX,0.0,CGK,CGK,2019-05-13 09:00:00,2019-05-13 10:00:00,1.0,0.0,1.0,B3,0.0,540.0,600.0,B6,arr,dpt
GA828,GA829,PKGMZ,B738,PAX,0.0,CGK,CGK,2019-05-13 11:20:00,2019-05-13 12:20:00,1.0,0.0,1.0,A12,0.0,680.0,740.0,A11,arr,dpt
GA838,GA839,PKGMZ,B738,PAX,0.0,CGK,CGK,2019-05-13 19:20:00,2019-05-13 20:20:00,1.0,0.0,1.0,A14,0.0,1160.0,1220.0,A17,arr,dpt
GA832,GA833,PKGFJ,B738,PAX,0.0,CGK,CGK,2019-05-13 14:20:00,2019-05-13 15:20:00,1.0,0.0,1.0,A14,0.0,860.0,920.0,A16,arr,dpt
GA836,GA837,PKGMS,B738,PAX,0.0,CGK,CGK,2019-05-13 17:45:00,2019-05-13 18:45:00,1.0,0.0,1.0,B3,0.0,1065.0,1125.0,B3,arr,dpt
GA854,GA843,PKGNI,B738,PAX,0.0,DPS,SUB,2019-05-13 10:50:00,2019-05-13 11:50:00,1.0,0.0,1.0,B3,0.0,650.0,710.0,A3,arr,dpt
GA842,GA855,PKGNI,B738,PAX,0.0,SUB,DPS,2019-05-13 18:25:00,2019-05-13 19:30:00,1.0,0.0,1.0,B6,0.0,1105.0,1170.0,A18,arr,dpt
GX8967,GX8968,B306Q,A320,PAX,0.0,LHW,LHW,2019-05-13 01:45:00,2019-05-13 03:15:00,1.0,0.0,1.0,G12,0.0,105.0,195.0,G1,arr,dpt
HO1605,HO1606,B207N,B789,PAX,0.0,PVG,PVG,2019-05-13 21:20:00,2019-05-13 22:35:00,1.0,0.0,1.0,G21,1.0,1280.0,1355.0,G20,arr,dpt
ID7153,ID7154,PKLAT,A320,PAX,0.0,CGK,CGK,2019-05-13 10:30:00,2019-05-13 11:20:00,1.0,0.0,1.0,B7,0.0,630.0,680.0,A16,arr,dpt
ID7157,ID7158,PKLAT,A320,PAX,0.0,CGK,CGK,2019-05-13 21:15:00,2019-05-13 22:05:00,1.0,0.0,1.0,B4,0.0,1275.0,1325.0,A18,arr,dpt
IX486,IX485,VTAXT,B738,PAX,0.0,COK,COK,2019-05-13 19:30:00,2019-05-13 20:30:00,1.0,0.0,1.0,E27R,0.0,1170.0,1230.0,E1,arr,dpt
IX682,IX687,VTAYD,B738,PAX,0.0,MAA,TRZ,2019-05-13 01:15:00,2019-05-13 02:15:00,1.0,0.0,1.0,E20,0.0,75.0,135.0,E24R,arr,dpt
IX688,IX681,VTAYD,B738,PAX,0.0,TRZ,MAA,2019-05-13 12:25:00,2019-05-13 13:25:00,1.0,0.0,1.0,E6,0.0,745.0,805.0,E24L,arr,dpt
IX684,IX683,VTGHE,B738,PAX,0.0,IXM,IXM,2019-05-13 06:20:00,2019-05-13 10:45:00,1.0,0.0,1.0,E7,0.0,380.0,645.0,202L,arr,dpt
JL035,JL712,JA706J,B772,PAX,0.0,NRT,HND,2019-05-13 06:15:00,2019-05-13 08:10:00,1.0,0.0,1.0,D46,1.0,375.0,490.0,C18,arr,dpt
JL037,JL036,JA705J,B772,PAX,0.0,HND,HND,2019-05-13 17:35:00,2019-05-13 21:50:00,1.0,0.0,1.0,D47,1.0,1055.0,1310.0,D36,arr,dpt
JL711,JL038,JA704J,B772,PAX,0.0,HND,NRT,2019-05-13 00:20:00,2019-05-13 01:50:00,1.0,0.0,1.0,D44,1.0,20.0,110.0,C24,arr,dpt
JQ116,JQ117,VHVQK,A320,PAX,0.0,PER,PER,2019-05-13 00:10:00,2019-05-13 05:00:00,1.0,0.0,1.0,C25,0.0,10.0,300.0,D38,arr,dpt
JT150,JT163,PKLPI,B739,PAX,0.0,CGK,CGK,2019-05-13 11:05:00,2019-05-13 12:00:00,1.0,0.0,1.0,A9,0.0,665.0,720.0,A12,arr,dpt
JT162,JT157,PKLPI,B739,PAX,0.0,CGK,CGK,2019-05-13 16:30:00,2019-05-13 17:15:00,1.0,0.0,1.0,A14,0.0,990.0,1035.0,A18,arr,dpt
KE643,KE644,HL7533,B773,PAX,0.0,ICN,ICN,2019-05-13 19:55:00,2019-05-13 22:35:00,1.0,0.0,1.0,G19,1.0,1195.0,1355.0,G19,arr,dpt
KE645,KE645,HL7784,B77W,PAX,0.0,,ICN,2019-05-13 23:50:00,2019-05-13 23:59:00,1.0,0.0,0.0,G19,1.0,1430.0,1439.0,G18,arr,tow
KE646,KE646,HL8216,B77W,PAX,0.0,ICN,,2019-05-13 00:00:00,2019-05-13 01:10:00,1.0,0.0,1.0,G19,1.0,0.0,70.0,G18,arr,dpt
KE647,KE648,HL7587,A333,PAX,0.0,ICN,ICN,2019-05-13 05:00:00,2019-05-13 11:00:00,1.0,0.0,1.0,G18,1.0,300.0,660.0,G19,arr,dpt
KL835,KL835,PHBVA,B77W,PAX,0.0,DPS,AMS,2019-05-13 15:35:00,2019-05-13 16:50:00,1.0,0.0,1.0,C26,1.0,935.0,1010.0,D42,arr,dpt
KL836,KL836,PHBVA,B77W,PAX,0.0,,DPS,2019-05-13 23:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,C24,1.0,1395.0,1439.0,D42,arr,tow
KL836,KL836,PHBVK,B77W,PAX,0.0,AMS,,2019-05-13 00:00:00,2019-05-13 00:40:00,1.0,0.0,1.0,D32,1.0,0.0,40.0,D42,arr,dpt
LD326,LD326,EIHEB,A333,CGO,0.0,HKG,,2019-05-13 00:00:00,2019-05-13 21:35:00,1.0,0.0,1.0,602,1.0,0.0,1295.0,601,arr,dpt
LH778,LH779,DAIMA,A388,PAX,0.0,FRA,FRA,2019-05-13 16:15:00,2019-05-13 23:40:00,1.0,0.0,1.0,E11,1.0,975.0,1420.0,E8,arr,dpt
LH790,LH791,DAIXH,A359,PAX,0.0,MUC,MUC,2019-05-13 16:05:00,2019-05-13 23:25:00,1.0,0.0,1.0,E8,1.0,965.0,1405.0,E20,arr,dpt
LO068,LO068,SPLSD,B789,PAX,0.0,WAW,,2019-05-13 00:00:00,2019-05-13 00:05:00,1.0,0.0,1.0,E4,1.0,0.0,5.0,F54,arr,dpt
LX176,LX177,HBJNA,B77W,PAX,0.0,ZRH,ZRH,2019-05-13 16:55:00,2019-05-13 23:30:00,1.0,0.0,1.0,F41,1.0,1015.0,1410.0,E4,arr,dpt
MF851,MF866,B1969,B738,PAX,0.0,FOC,XMN,2019-05-13 14:05:00,2019-05-13 15:05:00,1.0,0.0,1.0,C16,0.0,845.0,905.0,C25,arr,dpt
MF865,MF852,B5688,B738,PAX,0.0,XMN,FOC,2019-05-13 14:00:00,2019-05-13 15:00:00,1.0,0.0,1.0,D35,0.0,840.0,900.0,C16,arr,dpt
MF855,MF855,B5533,B738,PAX,0.0,,XIY,2019-05-13 23:00:00,2019-05-13 23:59:00,1.0,0.0,0.0,C15,0.0,1380.0,1439.0,C18,arr,tow
MF856,MF856,B5529,B738,PAX,0.0,XIY,,2019-05-13 00:00:00,2019-05-13 07:50:00,1.0,0.0,1.0,D30,0.0,0.0,470.0,C17R,arr,dpt
MF873,MF873,B6485,B738,PAX,0.0,,DLC,2019-05-13 22:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,D48,0.0,1335.0,1439.0,C25,arr,tow
MF874,MF874,B1708,B738,PAX,0.0,DLC,,2019-05-13 00:00:00,2019-05-13 08:55:00,1.0,0.0,1.0,D42R,0.0,0.0,535.0,C19,arr,dpt
MH601,MH604,9MMLR,B738,PAX,0.0,KUL,KUL,2019-05-13 09:05:00,2019-05-13 09:55:00,1.0,0.0,1.0,F32,0.0,545.0,595.0,E3,arr,dpt
MH609,MH602,9MMSA,B738,PAX,0.0,KUL,KUL,2019-05-13 00:10:00,2019-05-13 06:40:00,1.0,0.0,1.0,E24L,0.0,10.0,400.0,E27L,arr,dpt
MH603,MH606,9MMLE,B738,PAX,0.0,KUL,KUL,2019-05-13 12:55:00,2019-05-13 13:40:00,1.0,0.0,1.0,E28,0.0,775.0,820.0,F31,arr,dpt
MH605,MH608,9MMLT,B738,PAX,0.0,KUL,KUL,2019-05-13 17:30:00,2019-05-13 18:10:00,1.0,0.0,1.0,E20,0.0,1050.0,1090.0,F59R,arr,dpt
MH607,MH610,9MMXW,B738,PAX,0.0,KUL,KUL,2019-05-13 20:25:00,2019-05-13 21:15:00,1.0,0.0,1.0,E20,0.0,1225.0,1275.0,E2,arr,dpt
MH611,MH614,9MFFF,B738,PAX,0.0,KUL,KUL,2019-05-13 10:15:00,2019-05-13 11:05:00,1.0,0.0,1.0,E27L,0.0,615.0,665.0,E8,arr,dpt
MH613,MH616,9MMLQ,B738,PAX,0.0,KUL,KUL,2019-05-13 18:25:00,2019-05-13 19:15:00,1.0,0.0,1.0,F54,0.0,1105.0,1155.0,E2,arr,dpt
MH619,MH620,9MMSB,B738,PAX,0.0,KUL,KUL,2019-05-13 15:35:00,2019-05-13 16:35:00,1.0,0.0,1.0,F37,0.0,935.0,995.0,F32,arr,dpt
MH623,MH624,9MMLJ,B738,PAX,0.0,KUL,KUL,2019-05-13 14:45:00,2019-05-13 15:35:00,1.0,0.0,1.0,E7,0.0,885.0,935.0,E1,arr,dpt
MH627,MH628,9MMLH,B738,PAX,0.0,KUL,KUL,2019-05-13 11:25:00,2019-05-13 12:15:00,1.0,0.0,1.0,F54,0.0,685.0,735.0,F31,arr,dpt
MH643,MH642,9MMXL,B738,PAX,0.0,KCH,KCH,2019-05-13 12:05:00,2019-05-13 12:50:00,1.0,0.0,1.0,F37,0.0,725.0,770.0,F30,arr,dpt
MI102,MI102,9VSLM,A320,PAX,0.0,SRG,,2019-05-13 00:00:00,2019-05-13 08:30:00,1.0,0.0,1.0,F32,0.0,0.0,510.0,G6,arr,dpt
MI101,MI518,9VSLM,A320,PAX,0.0,RGN,SRG,2019-05-13 13:20:00,2019-05-13 15:15:00,1.0,0.0,1.0,F37,0.0,800.0,915.0,F56L,arr,dpt
MI519,MI519,9VSLM,A320,PAX,0.0,,RGN,2019-05-13 22:10:00,2019-05-13 23:59:00,1.0,0.0,0.0,E3,0.0,1330.0,1439.0,E1,arr,tow
MI392,MI392,9VSLS,A320,PAX,0.0,BKI,,2019-05-13 00:00:00,2019-05-13 08:45:00,1.0,0.0,1.0,E6,0.0,0.0,525.0,G7,arr,dpt
MI391,MI128,9VSLS,A320,PAX,0.0,LOP,BKI,2019-05-13 14:15:00,2019-05-13 15:45:00,1.0,0.0,1.0,E3,0.0,855.0,945.0,F36,arr,dpt
MI127,MI127,9VSLS,A320,PAX,0.0,,LOP,2019-05-13 22:10:00,2019-05-13 23:59:00,1.0,0.0,0.0,E27R,0.0,1330.0,1439.0,E2,arr,tow
MI134,MI134,9VSLR,A320,PAX,0.0,BPN,,2019-05-13 00:00:00,2019-05-13 08:00:00,1.0,0.0,1.0,F52R,0.0,0.0,480.0,309,arr,dpt
MI133,MI224,9VSLR,A320,PAX,0.0,SUB,BPN,2019-05-13 13:25:00,2019-05-13 14:20:00,1.0,0.0,1.0,E24R,0.0,805.0,860.0,F32,arr,dpt
MI223,MI8902,9VSLR,A320,PAX,0.0,DMK,SUB,2019-05-13 19:55:00,2019-05-13 21:40:00,1.0,0.0,1.0,F56L,0.0,1195.0,1300.0,F59L,arr,dpt
MI467,MI142,9VMGA,B738,PAX,0.0,UPG,COK,2019-05-13 05:55:00,2019-05-13 07:55:00,1.0,0.0,1.0,F33,0.0,355.0,475.0,E2,arr,dpt
MI141,MI756,9VMGA,B738,PAX,0.0,HKT,UPG,2019-05-13 14:45:00,2019-05-13 16:20:00,1.0,0.0,1.0,E20,0.0,885.0,980.0,E2,arr,dpt
MI755,MI755,9VMGA,B738,PAX,0.0,,HKT,2019-05-13 20:40:00,2019-05-13 23:59:00,1.0,0.0,0.0,E24R,0.0,1240.0,1439.0,F32,arr,tow
MI937,MI152,9VMGF,B738,PAX,0.0,JOG,CTU,2019-05-13 04:10:00,2019-05-13 08:20:00,1.0,0.0,1.0,481,0.0,250.0,500.0,E27L,arr,dpt
MI151,MI196,9VMGF,B738,PAX,0.0,BDO,JOG,2019-05-13 13:50:00,2019-05-13 14:50:00,1.0,0.0,1.0,E6,0.0,830.0,890.0,F58,arr,dpt
MI195,MI356,9VMGF,B738,PAX,0.0,PEN,BDO,2019-05-13 19:40:00,2019-05-13 20:15:00,1.0,0.0,1.0,F56R,0.0,1180.0,1215.0,F30,arr,dpt
MI355,MI355,9VMGF,B738,PAX,0.0,,PEN,2019-05-13 23:50:00,2019-05-13 23:59:00,1.0,0.0,0.0,F52R,0.0,1430.0,1439.0,E27R,arr,tow
MI413,MI176,9VMGH,B738,PAX,0.0,DPS,KTM,2019-05-13 03:35:00,2019-05-13 07:00:00,1.0,0.0,1.0,D41,0.0,215.0,420.0,F32,arr,dpt
MI175,MI616,9VMGH,B738,PAX,0.0,REP,DPS,2019-05-13 13:00:00,2019-05-13 13:50:00,1.0,0.0,1.0,E4,0.0,780.0,830.0,E2,arr,dpt
MI615,MI456,9VMGH,B738,PAX,0.0,CJB,REP,2019-05-13 19:15:00,2019-05-13 20:15:00,1.0,0.0,1.0,E24R,0.0,1155.0,1215.0,F59R,arr,dpt
MI868,MI868,9VMGG,B738,PAX,0.0,HIJ,,2019-05-13 00:00:00,2019-05-13 01:45:00,1.0,0.0,1.0,E27R,0.0,0.0,105.0,F59R,arr,dpt
MI867,MI226,9VMGG,B738,PAX,0.0,SUB,HIJ,2019-05-13 15:45:00,2019-05-13 16:30:00,1.0,0.0,1.0,E27L,0.0,945.0,990.0,F56L,arr,dpt
MI225,MI876,9VMGG,B738,PAX,0.0,PUS,SUB,2019-05-13 21:55:00,2019-05-13 23:15:00,1.0,0.0,1.0,F52R,0.0,1315.0,1395.0,E27R,arr,dpt
MI234,MI234,9VMGC,B738,PAX,0.0,KNO,,2019-05-13 00:00:00,2019-05-13 07:40:00,1.0,0.0,1.0,D40R,0.0,0.0,460.0,D42L,arr,dpt
MI233,MI936,9VMGC,B738,PAX,0.0,CTU,KNO,2019-05-13 11:05:00,2019-05-13 12:45:00,1.0,0.0,1.0,F30,0.0,665.0,765.0,E27R,arr,dpt
MI935,MI935,9VMGC,B738,PAX,0.0,,CTU,2019-05-13 23:30:00,2019-05-13 23:59:00,1.0,0.0,0.0,E1,0.0,1410.0,1439.0,F30,arr,tow
MI473,MI602,9VMGI,B738,PAX,0.0,PNH,HYD,2019-05-13 06:10:00,2019-05-13 07:40:00,1.0,0.0,1.0,E27R,0.0,370.0,460.0,F59R,arr,dpt
MI601,MI754,9VMGI,B738,PAX,0.0,HKT,PNH,2019-05-13 12:40:00,2019-05-13 13:20:00,1.0,0.0,1.0,F52R,0.0,760.0,800.0,F52R,arr,dpt
MI753,MI238,9VMGI,B738,PAX,0.0,KNO,HKT,2019-05-13 17:40:00,2019-05-13 19:00:00,1.0,0.0,1.0,E6,0.0,1060.0,1140.0,F30,arr,dpt
MI237,MI237,9VMGI,B738,PAX,0.0,,KNO,2019-05-13 22:20:00,2019-05-13 23:59:00,1.0,0.0,0.0,F37,0.0,1340.0,1439.0,D40L,arr,tow
MI320,MI320,9VMGJ,B738,PAX,0.0,KUL,,2019-05-13 00:00:00,2019-05-13 06:00:00,1.0,0.0,1.0,F56L,0.0,0.0,360.0,D40L,arr,dpt
MI319,MI274,9VMGJ,B738,PAX,0.0,MDC,KUL,2019-05-13 08:35:00,2019-05-13 09:25:00,1.0,0.0,1.0,F30,0.0,515.0,565.0,F33,arr,dpt
MI468R,MI468R,9VMGJ,B738,CRW,0.0,,RTN,2019-05-13 21:00:00,2019-05-13 23:59:00,1.0,0.0,0.0,E7,0.0,1260.0,1439.0,E6,arr,tow
MI322,MI322,9VMGM,B738,PAX,0.0,KUL,,2019-05-13 00:00:00,2019-05-13 07:10:00,1.0,0.0,1.0,F35L,0.0,0.0,430.0,F52L,arr,dpt
MI321,MI606,9VMGM,B738,PAX,0.0,PNH,KUL,2019-05-13 09:55:00,2019-05-13 12:10:00,1.0,0.0,1.0,E24R,0.0,595.0,730.0,F41,arr,dpt
MI605,MI803,9VMGM,B738,PAX,0.0,DRW,PNH,2019-05-13 17:10:00,2019-05-13 18:30:00,1.0,0.0,1.0,E7,0.0,1030.0,1110.0,F33,arr,dpt
MI424,MI424,9VMGE,B738,PAX,0.0,BLR,,2019-05-13 00:00:00,2019-05-13 07:05:00,1.0,0.0,0.0,474,0.0,0.0,425.0,E24R,arr,tow
MI424,MI424,9VMGE,B738,PAX,0.0,BLR,,2019-05-13 07:05:00,2019-05-13 09:05:00,0.0,0.0,1.0,E24L,0.0,425.0,545.0,E24R,tow,dpt
MI423,MI342,9VMGE,B738,PAX,0.0,KUL,BLR,2019-05-13 19:00:00,2019-05-13 20:00:00,1.0,0.0,1.0,F37,0.0,1140.0,1200.0,F37,arr,dpt
MI341,MI341,9VMGE,B738,PAX,0.0,,KUL,2019-05-13 22:40:00,2019-05-13 23:59:00,1.0,0.0,0.0,E12,0.0,1360.0,1439.0,D41,arr,tow
MI346,MI346,9VMGL,B738,PAX,0.0,PEN,,2019-05-13 00:00:00,2019-05-13 08:05:00,1.0,0.0,1.0,F35R,0.0,0.0,485.0,E24L,arr,dpt
MI345,MI561,9VMGL,B738,PAX,0.0,CEB,PEN,2019-05-13 11:40:00,2019-05-13 12:35:00,1.0,0.0,1.0,E26,0.0,700.0,755.0,F34,arr,dpt
MI561,MI561,9VMGL,B738,PAX,0.0,,DVO,2019-05-13 22:35:00,2019-05-13 23:59:00,1.0,0.0,0.0,F56L,0.0,1355.0,1439.0,D40R,arr,tow
MI348,MI348,9VSLG,A320,PAX,0.0,PEN,,2019-05-13 00:00:00,2019-05-13 08:00:00,1.0,0.0,0.0,486,0.0,0.0,480.0,F52R,arr,tow
MI348,MI348,9VSLG,A320,PAX,0.0,PEN,,2019-05-13 08:00:00,2019-05-13 10:00:00,0.0,0.0,1.0,D40R,0.0,480.0,600.0,F52R,tow,dpt
MI347,MI706,9VSLG,A320,PAX,0.0,CNX,PEN,2019-05-13 13:40:00,2019-05-13 15:15:00,1.0,0.0,1.0,F50,0.0,820.0,915.0,F30,arr,dpt
MI705,MI705,9VSLG,A320,PAX,0.0,,CNX,2019-05-13 22:05:00,2019-05-13 23:59:00,1.0,0.0,0.0,F42,0.0,1325.0,1439.0,F52L,arr,tow
MI772,MI772,9VSBG,A319,PAX,0.0,USM,,2019-05-13 00:00:00,2019-05-13 08:10:00,1.0,0.0,1.0,F59L,0.0,0.0,490.0,G9,arr,dpt
MI771,MI350,9VSBG,A319,PAX,0.0,PEN,USM,2019-05-13 12:35:00,2019-05-13 13:20:00,1.0,0.0,1.0,E2,0.0,755.0,800.0,E7,arr,dpt
MI349,MI354,9VSBG,A319,PAX,0.0,PEN,PEN,2019-05-13 16:55:00,2019-05-13 19:00:00,1.0,0.0,1.0,E1,0.0,1015.0,1140.0,E24L,arr,dpt
MI353,MI353,9VSBG,A319,PAX,0.0,,PEN,2019-05-13 22:40:00,2019-05-13 23:59:00,1.0,0.0,0.0,D40L,0.0,1360.0,1439.0,F52R,arr,tow
MI441,MI774,9VSBH,A319,PAX,0.0,USM,VTZ,2019-05-13 05:50:00,2019-05-13 06:50:00,1.0,0.0,0.0,E20,0.0,350.0,410.0,F36,arr,tow
MI441,MI774,9VSBH,A319,PAX,0.0,USM,VTZ,2019-05-13 06:50:00,2019-05-13 08:25:00,0.0,1.0,0.0,484,0.0,410.0,505.0,F36,tow,tow
MI441,MI774,9VSBH,A319,PAX,0.0,USM,VTZ,2019-05-13 08:25:00,2019-05-13 10:25:00,0.0,0.0,1.0,F37,0.0,505.0,625.0,F36,tow,dpt
MI773,MI352,9VSBH,A319,PAX,0.0,PEN,USM,2019-05-13 14:55:00,2019-05-13 15:40:00,1.0,0.0,1.0,F52L,0.0,895.0,940.0,F33,arr,dpt
MI351,MI351,9VSBH,A319,PAX,0.0,,PEN,2019-05-13 19:25:00,2019-05-13 23:59:00,1.0,0.0,0.0,F35R,0.0,1165.0,1439.0,F52L,arr,tow
MI463,MI962,9VMGO,B738,PAX,0.0,SZX,COK,2019-05-13 04:25:00,2019-05-13 07:00:00,1.0,0.0,1.0,E5,0.0,265.0,420.0,F35L,arr,dpt
MI961,MI414,9VMGO,B738,PAX,0.0,KTM,SZX,2019-05-13 15:45:00,2019-05-13 17:10:00,1.0,0.0,1.0,F56R,0.0,945.0,1030.0,F30,arr,dpt
MI455,MI922,9VMGP,B738,PAX,0.0,XMN,CJB,2019-05-13 06:00:00,2019-05-13 08:00:00,1.0,0.0,1.0,F37,0.0,360.0,480.0,F37,arr,dpt
MI921,MI474,9VMGP,B738,PAX,0.0,HYD,XMN,2019-05-13 17:30:00,2019-05-13 20:00:00,1.0,0.0,1.0,F52L,0.0,1050.0,1200.0,E27R,arr,dpt
MI811,MI811,9VMGN,B738,PAX,0.0,CNS,,2019-05-13 00:00:00,2019-05-13 01:10:00,1.0,0.0,1.0,F50,0.0,0.0,70.0,E2,arr,dpt
MI812,MI608,9VMGN,B738,PAX,0.0,PNH,CNS,2019-05-13 15:25:00,2019-05-13 16:35:00,1.0,0.0,1.0,F41,0.0,925.0,995.0,F37,arr,dpt
MI607,MI468D,9VMGN,B738,PAX,0.0,COK,PNH,2019-05-13 21:25:00,2019-05-13 22:30:00,1.0,0.0,1.0,F40,0.0,1285.0,1350.0,E7,arr,dpt
MI471,MI482,9VMGK,B738,PAX,0.0,MLE,HYD,2019-05-13 08:05:00,2019-05-13 10:05:00,1.0,0.0,1.0,E2,0.0,485.0,605.0,F35L,arr,dpt
MI481,MI481,9VMGK,B738,PAX,0.0,,MLE,2019-05-13 20:40:00,2019-05-13 23:59:00,1.0,0.0,0.0,F59L,0.0,1240.0,1439.0,E27L,arr,tow
MI568,MI568,9VSLQ,A320,PAX,0.0,CEB,,2019-05-13 00:00:00,2019-05-13 08:15:00,1.0,0.0,0.0,402,0.0,0.0,495.0,E24L,arr,tow
MI568,MI568,9VSLQ,A320,PAX,0.0,CEB,,2019-05-13 08:15:00,2019-05-13 10:15:00,0.0,0.0,1.0,E27R,0.0,495.0,615.0,E24L,tow,dpt
MI567,MI567,9VSLQ,A320,PAX,0.0,,CEB,2019-05-13 18:30:00,2019-05-13 23:59:00,1.0,0.0,0.0,F36,0.0,1110.0,1439.0,F52R,arr,tow
MI632,MI632,9VMGB,B738,PAX,0.0,DAD,,2019-05-13 00:00:00,2019-05-13 09:00:00,1.0,0.0,1.0,F59R,0.0,0.0,540.0,F52L,arr,dpt
MI631,MI938,9VMGB,B738,PAX,0.0,CTU,DAD,2019-05-13 16:20:00,2019-05-13 17:45:00,1.0,0.0,1.0,F56L,0.0,980.0,1065.0,F52R,arr,dpt
MI957,MI752,9VSLP,A320,PAX,0.0,HKT,CSX,2019-05-13 04:55:00,2019-05-13 08:30:00,1.0,0.0,1.0,479,0.0,295.0,510.0,F30,arr,dpt
MI751,MI640,9VSLP,A320,PAX,0.0,DAD,HKT,2019-05-13 13:05:00,2019-05-13 14:00:00,1.0,0.0,1.0,E27R,0.0,785.0,840.0,E1,arr,dpt
MI639,MI639,9VSLP,A320,PAX,0.0,,DAD,2019-05-13 20:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,F32,0.0,1215.0,1439.0,E24L,arr,tow
MI8921,MI972,9VMGD,B738,CHT,0.0,CKG,TPE,2019-05-13 01:05:00,2019-05-13 07:00:00,1.0,0.0,1.0,E3,0.0,65.0,420.0,E6,arr,dpt
MI971,MI758,9VMGD,B738,PAX,0.0,HKT,CKG,2019-05-13 17:25:00,2019-05-13 18:30:00,1.0,0.0,1.0,F52R,0.0,1045.0,1110.0,E1,arr,dpt
MI757,MI757,9VMGD,B738,PAX,0.0,,HKT,2019-05-13 22:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,F40,0.0,1375.0,1439.0,E24R,arr,tow
MI986,MI986,9VSLO,A320,PAX,0.0,WUH,,2019-05-13 00:00:00,2019-05-13 09:00:00,1.0,0.0,1.0,D40L,0.0,0.0,540.0,E6,arr,dpt
MI985,MI985,9VSLO,A320,PAX,0.0,,WUH,2019-05-13 19:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,E4,0.0,1195.0,1439.0,F35R,arr,tow
MI996,MI996,9VSLL,A320,PAX,0.0,FOC,,2019-05-13 00:00:00,2019-05-13 08:35:00,1.0,0.0,0.0,482,0.0,0.0,515.0,E27R,arr,tow
MI996,MI996,9VSLL,A320,PAX,0.0,FOC,,2019-05-13 08:35:00,2019-05-13 10:35:00,0.0,0.0,1.0,F59L,0.0,515.0,635.0,E27R,tow,dpt
MI995,MI995,9VSLL,A320,PAX,0.0,,FOC,2019-05-13 20:45:00,2019-05-13 23:59:00,1.0,0.0,0.0,E24L,0.0,1245.0,1439.0,F37,arr,tow
MU5081,MU5082,B6149,B738,PAX,0.0,KMG,KMG,2019-05-13 11:10:00,2019-05-13 12:10:00,1.0,0.0,1.0,A3,0.0,670.0,730.0,B3,arr,dpt
MU543,MU546,B1113,B789,PAX,0.0,PVG,PVG,2019-05-13 05:25:00,2019-05-13 10:10:00,1.0,0.0,1.0,A20,1.0,325.0,610.0,B5,arr,dpt
MU544,MU544,B5938,A332,PAX,0.0,CGQ,,2019-05-13 00:00:00,2019-05-13 00:55:00,1.0,0.0,1.0,A9,1.0,0.0,55.0,463,arr,dpt
MU545,MU545,B5921,A332,PAX,0.0,,CGQ,2019-05-13 21:55:00,2019-05-13 23:59:00,1.0,0.0,0.0,A9,1.0,1315.0,1439.0,462,arr,tow
MU565,MU566,B209N,B789,PAX,0.0,PVG,PVG,2019-05-13 20:10:00,2019-05-13 23:10:00,1.0,0.0,1.0,C1,1.0,1210.0,1390.0,B6,arr,dpt
MU567,MU568,B5920,A332,PAX,0.0,PVG,PVG,2019-05-13 15:35:00,2019-05-13 16:35:00,1.0,0.0,1.0,A10,1.0,935.0,995.0,A15,arr,dpt
NH801,NH802,JA900A,B78X,PAX,0.0,NRT,NRT,2019-05-13 00:25:00,2019-05-13 06:10:00,1.0,0.0,1.0,E4,1.0,25.0,370.0,E28,arr,dpt
NH841,NH844,JA875A,B789,PAX,0.0,HND,HND,2019-05-13 17:15:00,2019-05-13 22:10:00,1.0,0.0,1.0,F34,1.0,1035.0,1330.0,E28,arr,dpt
NH843,NH842,JA893A,B789,PAX,0.0,HND,HND,2019-05-13 06:40:00,2019-05-13 11:00:00,1.0,0.0,1.0,F42,1.0,400.0,660.0,E28,arr,dpt
NQ803,NQ803,JA836A,B789,PAX,0.0,,NRT,2019-05-13 23:15:00,2019-05-13 23:59:00,1.0,0.0,0.0,F58,1.0,1395.0,1439.0,F58,arr,tow
NQ804,NQ804,JA872A,B789,PAX,0.0,NRT,,2019-05-13 00:00:00,2019-05-13 00:35:00,1.0,0.0,1.0,E26,1.0,0.0,35.0,E3,arr,dpt
NS3527,NS3528,B1560,B738,PAX,0.0,SJW,SJW,2019-05-13 16:10:00,2019-05-13 17:00:00,1.0,0.0,1.0,D37,0.0,970.0,1020.0,D35,arr,dpt
